brutal	j	4
bubble	nv	3
bucket	n	3
bud	nv	3
buddhism 	n	7
buddhist 	jn	7
budget	nv	3
buffalo	n	3
buffet	n	3
bug	nv	1
build	v	1
building	n	2
bulb	n	3
bulk	n	5
bulky	j	6
bull	n	3
bullet	n	3
bulletin	n	4
bully	nv	5
bump	nv	3
bun	n	2
bunch	n	3
bundle	n	3
burden	nv	2
bureau	n	5
bureaucracy	n	5
bureaucrat	n	6
burger	n	2
burglar	n	4
burial	n	5
burn	nv	2
burst	nv	2
bury	v	3
bus	n	1
bush	n	3
business	n	1
businessman	n	2
busy	j	1
but	bcp	1
butcher	nv	5
butter	nv	1
butterfly	n	1
button	nv	1
buy	nv	1
buzz	nv	3
by	bp	1
bypass	nv	6
cab	n	1
cabbage	n	2
cabin	n	3
cabinet	n	4
cable	nv	3
cafe	n	2
cafeteria	n	3
caffeine	n	6
cage	nv	2
cake	n	1
calcium	n	5
calculate	v	4
calculation	n	4
calculator	n	6
calendar	n	2
call	nv	1
calligraphy	n	6
calm	jnv	2
calorie	n	4
camel	n	2
camera	n	1
camp	nv	1
campaign	nv	4
campus	n	3
can	nvx	1
canada	n	7
canal	n	5
cancel	v	2
cancer	n	2
candidate	n	4
candle	n	2
cane	n	4
canoe	nv	4
canvas	nv	5
canyon	n	3
cap	nv	1
capability	n	5
capable	j	3
capacity	n	4
cape	n	6
capital	jn	2
capital	n	4
capitalism	n	4
capitalist	n	4
capsule	n	6
captain	n	3
caption	nv	6
captive	jn	6
captivity	n	6
capture	nv	3
car	n	1
carbon	n	5
card	n	1
cardboard	n	6
cardinal	jn	6
care	nv	1
career	n	3
carefree	j	6
careful	j	1
caretaker	n	6
cargo	n	4
carnival	n	5
carpenter	n	3
carpet	nv	3
carriage	n	3
carrier	n	4
carrot	n	1
carry	v	1
cart	nv	3
carton	n	6
cartoon	nv	2
carve	v	4
case	nv	1
cash	nv	2
cashier	n	6
casino	n	5
cast	nv	3
castle	n	2
casual	j	3
casualty	n	6
cat	n	1
catalogue	nv	4
catastrophe	n	6
catch	nv	1
category	n	4
cater	v	6
caterpillar	n	6
cathedral	n	5
catholic	jn	7
catholicism	n	7
cattle	n	3
cause	nv	2
caution	nv	5
cautious	j	5
cave	nv	3
cavity	n	6
cease	nv	4
ceiling	n	2
celebrate	v	1
celebration	n	4
celebrity	n	5
celery	n	6
cell	n	2
cellphone	n	1
cellular	j	6
celsius	n	6
cement	nv	6
cemetery	n	5
census	n	6
cent	n	1
center	n	1
centimeter	n	2
central	j	2
century	n	2
ceramic	jn	6
cereal	n	2
ceremony	n	5
certain	jr	1
certainty	n	5
certificate	nv	5
certify	v	6
chain	nv	2
chair	n	6
chair	nv	1
chairman	n	6
chairperson	n	6
chairwoman	n	6
chalk	nv	2
challenge	nv	2
chamber	n	4
champagne	n	6
champion	n	3
championship	n	4
chance	nv	1
change	nv	1
channel	nv	2
chant	nv	6
chaos	n	5
chapel	n	5
chapter	n	2
character	n	2
characteristic	jn	4
characterize	v	5
charge	nv	2
charitable	j	6
charity	n	4
charm	nv	3
chart	n	2
chase	nv	2
chat	nv	3
cheap	bj	1
cheat	nv	2
check	nv	1
checkup	n	6
cheek	n	3
cheer	nv	2
cheerful	j	3
cheese	n	1
chef	n	5
chemical	jn	2
chemist	n	6
chemistry	n	4
cherish	v	4
cherry	jn	3
chess	n	2
chest	n	3
chestnut	jn	6
chew	nv	4
chicken	n	1
chief	jn	2
child	n	1
childhood	n	2
childish	j	2
chili	n	6
chill	jnv	3
chilly	j	3
chimney	n	3
chimpanzee	n	6
chin	n	3
china	n	2
china 	n	7
chip	nv	3
chirp	nv	6
chocolate	n	1
choice	jn	1
choir	n	5
choke	nv	4
cholesterol	n	6
choose	v	1
chop	nv	3
chopstick	n	2
chord	n	5
chore	n	5
chorus	n	4
christian	jn	7
christianity	n	7
chronic	j	5
chubby	j	5
chunk	n	5
church	n	1
cigar	n	6
cigarette	n	3
cinema	n	3
circle	nv	1
circuit	n	5
circular	j	4
circulate	v	4
circulation	n	4
circumstance	n	4
circus	n	3
cite	v	5
citizen	n	3
citizenship	n	5
city	n	1
civic	j	5
civil	j	3
civilian	jn	4
civilization	n	4
civilize	v	6
claim	nv	2
clam	n	6
clap	nv	2
clarify	v	4
clarity	n	5
clash	nv	4
clasp	nv	6
class	nv	1
classic	jn	2
classical	j	2
classification	n	4
classify	v	4
classmate	n	2
clause	n	5
claw	nv	4
clay	n	3
clean	bjnv	1
cleaner	n	3
clear	bjv	1
clearance	n	6
clerk	n	1
clever	j	2
click	nv	2
client	n	3
cliff	n	4
climate	n	2
climax	nv	6
climb	nv	1
cling	v	5
clinic	n	3
clinical	j	5
clip	nv	3
clock	n	1
clockwise	bj	6
clone	nv	6
close	bjnv	1
closet	n	3
closure	n	6
cloth	n	2
clothe	v	3
clothes	n	1
clothing	n	2
cloud	n	1
cloudy	j	2
clown	nv	3
club	nv	1
clue	n	3
clumsy	j	4
cluster	nv	5
coach	nv	3
coal	n	2
coalition	n	6
coarse	j	4
coast	n	2
coastline	n	6
coat	nv	1
cocaine	n	5
cock	n	3
cockroach	n	2
cocktail	n	3
cocoa	n	2
coconut	n	3
code	nv	4
coffee	n	1
coffin	n	5
cognitive	j	5
coherent	j	5
coin	nv	2
coincidence	n	5
coke	n	2
cola	n	2
cold	jn	1
collaboration	n	5
collapse	nv	4
collar	n	3
colleague	n	4
collect	v	1
collection	n	3
collective	jn	5
collector	n	5
college	n	2
collision	n	6
colloquial	j	6
colonial	jn	5
colony	n	3
color	nv	1
colorful	j	3
column	n	3
columnist	n	5
comb	nv	2
combat	nv	5
combination	n	4
combine	v	2
come	v	1
comedian	n	5
comedy	n	4
comet	n	6
comfort	nv	3
comfortable	j	1
comic	jn	2
comma	n	3
command	nv	2
commander	n	4
comment	nv	4
commentary	n	5
commentator	n	5
commerce	n	4
commercial	jn	2
commission	nv	5
commit	v	4
commitment	n	5
committee	n	3
commodity	n	5
common	jn	1
commonplace	jn	6
commonwealth	n	6
communicate	v	3
communication	n	4
communicative	j	6
communism	n	5
communist	jn	5
community	n	4
commute	v	5
commuter	n	5
compact	jnv	5
companion	n	4
company	n	2
comparable	j	5
comparative	j	6
compare	v	2
comparison	n	3
compass	nv	6
compassion	n	5
compassionate	j	5
compatible	j	5
compel	v	5
compensate	v	5
compensation	n	5
compete	v	3
competence	n	5
competent	j	5
competition	n	4
competitive	j	4
competitor	n	4
compile	v	6
complain	v	3
complaint	n	3
complement	nv	6
complete	jv	2
complex	jn	2
complexion	n	6
complexity	n	5
compliance	n	5
complicate	v	4
complication	n	5
compliment	nv	5
comply	v	5
component	jn	5
compose	v	4
composer	n	4
composition	n	4
compound	jnv	5
comprehend	v	5
comprehension	n	5
comprehensive	j	6
comprise	v	5
compromise	nv	5
compulsory	j	5
compute	v	6
computer	n	1
computerize	v	6
comrade	n	6
conceal	v	5
concede	v	5
conceive	v	5
concentrate	v	4
concentration	n	4
concept	n	4
conception	n	5
concern	nv	2
concerning	p	4
concert	n	3
concession	n	6
concise	j	6
conclude	v	2
conclusion	n	3
concrete	jnv	4
condemn	v	5
condense	v	6
condition	nv	2
conduct	nv	5
conductor	n	4
cone	n	3
confederation	n	6
conference	n	4
confess	v	4
confession	n	5
confidence	n	4
confident	j	2
confidential	j	5
confine	v	5
confirm	v	3
conflict	nv	2
conform	v	5
confront	v	5
confrontation	n	5
confuse	v	3
confusion	n	4
congratulate	v	4
congratulation	n	2
congress	n	4
congressman	n	6
congresswoman	n	6
conjunction 	n	7
connect	v	3
connection	n	2
conquer	v	4
conquest	n	6
conscience	n	4
conscientious	j	6
conscious	j	3
consecutive	j	5
consensus	n	5
consent	nv	5
consequence	n	4
consequent	j	4
conservation	n	5
conservative	jn	4
conserve	nv	6
consider	v	2
considerable	j	3
considerate	j	5
consideration	n	2
consist	v	4
consistent	j	4
consolation	n	6
console	nv	6
consonant	n	6
conspiracy	n	6
constant	jn	3
constitute	v	4
constitution	n	4
constitutional	jn	5
constraint	n	5
construct	v	4
construction	n	4
constructive	j	4
consult	v	4
consultant	n	4
consultation	n	5
consume	v	4
consumer	n	4
consumption	n	5
contact	nv	2
contagious	j	5
contain	v	2
container	n	4
contaminate	v	5
contemplate	v	5
contemporary	jn	5
contempt	n	5
contend	v	5
content	jn	4
content	v	4
contention	n	6
contentment	n	4
contest	nv	4
contestant	n	6
context	n	4
continent	n	3
continental	j	5
continual	j	4
continue	v	2
continuity	n	6
continuous	j	4
contract	nv	2
contractor	n	5
contradict	v	6
contradiction	n	5
contrary	jn	4
contrast	nv	4
contribute	v	4
contribution	n	4
control	nv	2
controller	n	3
controversial	j	5
controversy	n	5
convene	v	6
convenience	n	4
convenient	j	1
convention	n	4
conventional	j	4
conversation	n	2
converse	v	4
conversion	n	5
convert	v	5
convey	v	4
convict	nv	5
conviction	n	5
convince	v	4
cook	nv	1
cooker	n	3
cookie	n	1
cool	jnv	1
cooperate	v	4
cooperation	n	4
cooperative	jn	4
coordinate	jnv	5
cop	n	2
cope	v	4
copper	jn	4
copy	nv	1
copyright	nv	5
coral	jn	6
cord	n	4
core	n	5
corn	n	2
corner	n	1
corporate	j	5
corporation	n	5
corpse	n	6
correct	jv	1
correlation	n	5
correspond	v	4
correspondence	n	6
correspondent	n	5
corridor	n	5
corrupt	jv	5
corruption	n	5
cosmetic	j	6
cosmetics	n	6
cost	nv	1
costly	j	3
costume	n	4
cottage	n	4
cotton	n	3
couch	nv	1
cough	nv	3
council	n	4
counsel	nv	5
counselor	n	5
count	nv	1
countable	j	3
counter	bjnv	4
counterpart	n	6
country	n	1
countryside	n	2
county	n	3
couple	nv	2
coupon	n	6
courage	n	2
courageous	j	4
course	nv	1
court	n	2
courteous	j	5
courtesy	n	4
courtyard	n	6
cousin	n	1
cover	nv	1
coverage	n	5
cow	n	1
coward	n	4
cowardly	j	6
cowboy	n	2
cozy	j	6
crab	n	3
crack	nv	4
crackdown	n	6
cracker	n	6
cradle	nv	3
craft	n	4
cram	v	6
cramp	nv	6
crane	nv	3
crash	nv	3
crater	nv	6
crawl	nv	3
crayon	n	2
crazy	j	1
cream	jn	2
create	v	2
creation	n	4
creative	j	3
creativity	n	4
creator	n	3
creature	n	3
credibility	n	5
credible	j	6
credit	nv	3
creek	n	5
creep	v	4
crew	n	3
cricket	n	3
crime	n	2
criminal	jn	3
cripple	nv	5
crisis	n	2
crispy	j	3
criteria	n	5
criterion	n	5
critic	n	4
critical	j	4
criticism	n	4
criticize	v	4
crocodile	n	6
crop	nv	3
cross	nv	1
crossing	n	6
crow	n	2
crowd	nv	2
crown	nv	3
crucial	j	5
crude	j	5
cruel	j	3
cruelty	n	4
cruise	nv	5
crunchy	j	4
crush	nv	4
crutch	n	6
cry	nv	1
crystal	jn	5
cub	n	6
cube	nv	4
cucumber	n	6
cue	nv	4
cuisine	n	5
cultivate	v	6
cultural	j	2
culture	n	2
cumulative	j	6
cunning	jn	4
cup	n	1
cupboard	n	3
curb	nv	6
cure	nv	2
curfew	n	6
curiosity	n	4
curious	j	2
curl	nv	4
currency	n	5
current	jn	2
curriculum	n	5
curry	n	6
curse	nv	4
curtain	nv	2
curve	nv	4
cushion	nv	4
custody	n	5
custom	n	2
customary	j	6
customer	n	2
customs	n	5
cut	nv	1
cute	j	1
cycle	nv	2
cynical	j	6
daily	bjn	2
dairy	n	3
dam	nv	3
damage	nv	2
damp	jnv	4
dance	nv	1
dancer	n	2
danger	n	2
dangerous	j	1
dare	vx	3
dark	jn	1
darling	jn	3
dash	nv	3
data	n	2
database	n	3
date	nv	1
daughter	n	1
dawn	nv	3
day	n	1
dazzle	nv	6
dead	j	1
deadline	n	4
deadly	bj	5
deaf	j	2
deafen	v	6
deal	nv	1
dealer	n	3
dear	bjn	1
death	n	1
debate	nv	2
debris	n	5
debt	n	2
debut	n	5
dec 	n	7
decade	n	3
decay	nv	5
deceive	v	5
december 	n	7
decent	j	5
decide	v	1
decision	n	2
decisive	j	6
deck	n	3
declaration	n	5
declare	v	4
decline	nv	5
decorate	v	3
decoration	n	4
decrease	nv	3
dedicate	v	5
dedication	n	6
deduct	v	6
deed	n	3
deem	v	6
deep	bj	1
deepen	v	3
deer	n	2
default	nv	6
defeat	nv	4
defect	nv	6
defend	v	4
defendant	n	5
defense	n	4
defensible	j	4
defensive	j	4
defiance	n	6
deficit	n	5
define	v	1
definite	j	4
definition	n	3
definitive	j	6
defy	v	5
degree	n	2
delay	nv	2
delegate	nv	5
delegation	n	5
deliberate	jv	5
delicate	j	4
delicious	j	2
delight	nv	4
delightful	j	4
deliver	v	2
delivery	n	2
demand	nv	4
democracy	n	3
democrat	n	5
democratic	j	3
demonstrate	v	4
demonstration	n	4
denial	n	5
dense	j	4
density	n	5
dental	j	6
dentist	n	2
deny	v	2
depart	v	4
department	n	2
departure	n	4
depend	v	2
dependent	jn	4
depict	v	5
deplete	v	6
deploy	v	5
deposit	nv	3
depress	v	5
depression	n	4
deprive	v	6
depth	n	2
deputy	n	5
derive	v	5
descend	v	5
descent	n	6
describe	v	2
description	n	2
descriptive	j	5
desert	nv	2
deserve	v	4
design	nv	2
designer	n	3
desirable	j	3
desire	nv	3
desk	n	1
despair	nv	5
desperate	j	4
despise	v	6
despite	p	4
dessert	n	3
destination	n	5
destined	j	6
destiny	n	5
destroy	v	3
destruction	n	4
destructive	j	5
detach	v	6
detail	nv	2
detain	v	6
detect	v	3
detective	jn	4
detention	n	6
deter	v	6
detergent	n	6
determination	n	4
determine	v	3
develop	v	2
development	n	2
device	n	4
devil	n	3
devise	v	4
devote	v	4
devotion	n	5
devour	v	6
dew	n	4
diabetes	n	6
diagnose	v	5
diagnosis	n	5
diagram	nv	4
dial	nv	2
dialect	n	5
dialogue	n	2
diameter	n	5
diamond	n	2
diaper	n	5
diary	n	2
dictate	v	6
dictation	n	6
dictator	n	6
dictatorship	n	6
dictionary	n	1
die	v	1
diesel	n	6
diet	nv	2
differ	v	4
difference	n	2
different	j	1
differentiate	v	6
difficult	j	1
difficulty	n	2
dig	nv	1
digest	nv	4
digestion	n	5
digital	j	4
dignity	n	4
dilemma	n	5
diligence	n	4
diligent	j	4
dim	jv	3
dime	n	3
dimension	n	5
diminish	v	5
dine	v	3
dinner	n	1
dinosaur	n	3
dip	nv	3
diploma	n	4
diplomacy	n	6
diplomat	n	4
diplomatic	j	5
direct	bjv	2
direction	n	2
directive	n	6
director	n	2
directory	n	5
dirt	n	3
dirty	jv	1
disability	n	4
disable	v	6
disadvantage	nv	4
disagree	v	2
disagreement	n	2
disappear	v	2
disappoint	v	4
disappointment	n	4
disapprove	v	5
disaster	n	4
disastrous	j	6
disbelief	n	6
disc	n	3
discard	nv	6
discharge	nv	6
disciple	n	6
disciplinary	j	6
discipline	nv	4
disclose	v	5
disclosure	n	6
discomfort	nv	6
disconnect	v	5
discount	nv	3
discourage	v	4
discouragement	n	4
discourse	n	5
discover	v	2
discovery	n	2
discreet	j	6
discriminate	v	5
discrimination	n	5
discuss	v	2
discussion	n	2
disease	n	2
disgrace	nv	6
disguise	nv	4
disgust	nv	4
dish	nv	1
dishonest	j	3
disk	n	3
dislike	nv	3
dismay	nv	6
dismiss	v	4
disorder	nv	4
dispensable	j	6
dispense	v	6
display	nv	2
disposable	jn	6
disposal	n	6
dispose	v	6
dispute	nv	4
disrupt	v	5
dissent	n	6
dissolve	v	5
distance	n	2
distant	j	2
distinct	j	4
distinction	n	5
distinctive	j	5
distinguish	v	4
distinguished	j	4
distract	v	5
distraction	n	6
distress	nv	6
distribute	v	4
distribution	n	4
district	n	4
disturb	v	4
disturbance	n	6
ditch	nv	3
dive	nv	3
diverse	j	4
diversify	v	6
diversion	n	6
diversity	n	4
divert	v	6
divide	nv	2
dividend	n	6
divine	j	4
division	n	2
divorce	nv	4
dizzy	j	3
do	vx	1
doc	n	1
dock	nv	3
doctor	n	1
doctrine	n	5
document	nv	5
documentary	jn	5
dodge	nv	4
dog	n	1
doll	n	1
dollar	n	1
dolphin	n	3
domain	n	5
dome	nv	5
domestic	j	2
dominant	j	4
dominate	v	4
donate	v	5
donation	n	5
donkey	n	3
donor	n	5
doom	nv	6
door	n	1
doorway	n	5
dorm	n	6
dormitory	n	6
dose	nv	3
dot	nv	2
double	bjnv	2
doubt	nv	2
doubtful	j	3
dough	n	5
doughnut	n	3
dove	n	2
down	bjnpv	1
download	v	2
downstairs	bjn	2
downtown	bjn	3
downward	b	6
downwards	b	6
doze	nv	6
dozen	n	1
draft	nv	4
drag	nv	3
dragon	n	2
dragonfly	n	3
drain	nv	3
drama	n	2
dramatic	j	3
drastic	j	6
